shape,hand,shape_name,ukeire_tiles,ukeire_type_count,ukeire_count,fixed_ryanmen_count,improve_neighbor_count,max_neighbor_ukeire_count,avg_neighbor_ukeire_count,score,distance_to_final,neighbor_count,neighbors
333778m,333778m33z,メンツ＋リャンメントイツ,6m 7m 9m 3z,4,12,1,0,12,6.909091,"(12, 4, 0, 12, 6.90909)",0,11,133377m 133378m 233377m 233378m 333377m 333378m 333477m 333478m 333577m 333578m 333788m
333788m,333788m33z,メンツ＋リャンメントイツ,6m 8m 9m 3z,4,12,1,0,12,6.545455,"(12, 4, 0, 12, 6.54545)",0,11,133378m 133388m 233378m 233388m 333378m 333388m 333478m 333488m 333578m 333588m 333778m
334444m,334444m33z,メンツ＋リャンメントイツ,2m 3m 5m 3z,4,12,1,0,8,6.400000,"(12, 4, 0, 8, 6.4)",0,10,133444m 134444m 334446m 334447m 334448m 334449m 344446m 344447m 344448m 344449m
334666m,334666m33z,メンツ＋リャンメントイツ,2m 3m 5m 3z,4,12,1,0,12,6.909091,"(12, 4, 0, 12, 6.90909)",0,11,133666m 134666m 336666m 336667m 336668m 336669m 344666m 346666m 346667m 346668m 346669m
334678m,334678m33z,メンツ＋リャンメントイツ,2m 3m 5m 3z,4,12,1,0,12,7.333333,"(12, 4, 0, 12, 7.33333)",0,12,133678m 134678m 334789m 336678m 336778m 336788m 336789m 344678m 346678m 346778m 346788m 346789m
334777m,334777m33z,メンツ＋リャンメントイツ,2m 3m 5m 3z,4,12,1,0,12,6.909091,"(12, 4, 0, 12, 6.90909)",0,11,133777m 134777m 336777m 337777m 337778m 337779m 344777m 346777m 347777m 347778m 347779m
334789m,334789m33z,メンツ＋リャンメントイツ,2m 3m 5m 3z,4,12,1,0,12,7.333333,"(12, 4, 0, 12, 7.33333)",0,12,133789m 134789m 334678m 336789m 337789m 337889m 337899m 344789m 346789m 347789m 347889m 347899m
334888m,334888m33z,メンツ＋リャンメントイツ,2m 3m 5m 3z,4,12,1,0,12,6.909091,"(12, 4, 0, 12, 6.90909)",0,11,133888m 134888m 336888m 337888m 338888m 338889m 344888m 346888m 347888m 348888m 348889m
334999m,334999m33z,メンツ＋リャンメントイツ,2m 3m 5m 3z,4,12,1,0,12,6.909091,"(12, 4, 0, 12, 6.90909)",0,11,133999m 134999m 336999m 337999m 338999m 339999m 344999m 346999m 347999m 348999m 349999m
344666m,344666m33z,メンツ＋リャンメントイツ,2m 4m 5m 3z,4,12,1,0,12,6.909091,"(12, 4, 0, 12, 6.90909)",0,11,134666m 144666m 334666m 346666m 346667m 346668m 346669m 446666m 446667m 446668m 446669m
344678m,344678m33z,メンツ＋リャンメントイツ,2m 4m 5m 3z,4,12,1,0,12,7.666667,"(12, 4, 0, 12, 7.66667)",0,12,134678m 144678m 334678m 344789m 346678m 346778m 346788m 346789m 446678m 446778m 446788m 446789m
344777m,344777m33z,メンツ＋リャンメントイツ,2m 4m 5m 3z,4,12,1,0,12,6.909091,"(12, 4, 0, 12, 6.90909)",0,11,134777m 144777m 334777m 346777m 347777m 347778m 347779m 446777m 447777m 447778m 447779m
344789m,344789m33z,メンツ＋リャンメントイツ,2m 4m 5m 3z,4,12,1,0,12,7.333333,"(12, 4, 0, 12, 7.33333)",0,12,134789m 144789m 334789m 344678m 346789m 347789m 347889m 347899m 446789m 447789m 447889m 447899m
344888m,344888m33z,メンツ＋リャンメントイツ,2m 4m 5m 3z,4,12,1,0,12,6.909091,"(12, 4, 0, 12, 6.90909)",0,11,134888m 144888m 334888m 346888m 347888m 348888m 348889m 446888m 447888m 448888m 448889m
344999m,344999m33z,メンツ＋リャンメントイツ,2m 4m 5m 3z,4,12,1,0,12,6.909091,"(12, 4, 0, 12, 6.90909)",0,11,134999m 144999m 334999m 346999m 347999m 348999m 349999m 446999m 447999m 448999m 449999m
345778m,345778m33z,メンツ＋リャンメントイツ,6m 7m 9m 3z,4,12,1,0,12,7.666667,"(12, 4, 0, 12, 7.66667)",0,12,134577m 134578m 234577m 234578m 234778m 334577m 334578m 344577m 344578m 345577m 345578m 345788m
345788m,345788m33z,メンツ＋リャンメントイツ,6m 8m 9m 3z,4,12,1,0,12,7.000000,"(12, 4, 0, 12, 7)",0,12,134578m 134588m 234578m 234588m 234788m 334578m 334588m 344578m 344588m 345578m 345588m 345778m
444455m,444455m33z,メンツ＋リャンメントイツ,3m 5m 6m 3z,4,12,1,0,8,6.400000,"(12, 4, 0, 8, 6.4)",0,10,144445m 144455m 244445m 244455m 444457m 444458m 444459m 444557m 444558m 444559m
444667m,444667m33z,メンツ＋リャンメントイツ,5m 6m 8m 3z,4,12,1,0,12,6.909091,"(12, 4, 0, 12, 6.90909)",0,11,144466m 144467m 244466m 244467m 344466m 344467m 444466m 444467m 444669m 444677m 444679m
444677m,444677m33z,メンツ＋リャンメントイツ,5m 7m 8m 3z,4,12,1,0,12,6.909091,"(12, 4, 0, 12, 6.90909)",0,11,144467m 144477m 244467m 244477m 344467m 344477m 444467m 444477m 444667m 444679m 444779m
444778m,444778m33z,メンツ＋リャンメントイツ,6m 7m 9m 3z,4,12,1,0,12,6.909091,"(12, 4, 0, 12, 6.90909)",0,11,144477m 144478m 244477m 244478m 344477m 344478m 444477m 444478m 444577m 444578m 444788m
444788m,444788m33z,メンツ＋リャンメントイツ,6m 8m 9m 3z,4,12,1,0,12,6.545455,"(12, 4, 0, 12, 6.54545)",0,11,144478m 144488m 244478m 244488m 344478m 344488m 444478m 444488m 444578m 444588m 444778m
445555m,445555m33z,メンツ＋リャンメントイツ,3m 4m 6m 3z,4,12,1,0,8,6.400000,"(12, 4, 0, 8, 6.4)",0,10,144555m 145555m 244555m 245555m 445557m 445558m 445559m 455557m 455558m 455559m
445777m,445777m33z,メンツ＋リャンメントイツ,3m 4m 6m 3z,4,12,1,0,12,6.909091,"(12, 4, 0, 12, 6.90909)",0,11,144777m 145777m 244777m 245777m 447777m 447778m 447779m 455777m 457777m 457778m 457779m
445789m,445789m33z,メンツ＋リャンメントイツ,3m 4m 6m 3z,4,12,1,0,12,6.909091,"(12, 4, 0, 12, 6.90909)",0,11,144789m 145789m 244789m 245789m 447789m 447889m 447899m 455789m 457789m 457889m 457899m
445888m,445888m33z,メンツ＋リャンメントイツ,3m 4m 6m 3z,4,12,1,0,12,6.909091,"(12, 4, 0, 12, 6.90909)",0,11,144888m 145888m 244888m 245888m 447888m 448888m 448889m 455888m 457888m 458888m 458889m
445999m,445999m33z,メンツ＋リャンメントイツ,3m 4m 6m 3z,4,12,1,0,12,6.909091,"(12, 4, 0, 12, 6.90909)",0,11,144999m 145999m 244999m 245999m 447999m 448999m 449999m 455999m 457999m 458999m 459999m
455777m,455777m33z,メンツ＋リャンメントイツ,3m 5m 6m 3z,4,12,1,0,12,6.909091,"(12, 4, 0, 12, 6.90909)",0,11,145777m 155777m 245777m 255777m 445777m 457777m 457778m 457779m 557777m 557778m 557779m
455789m,455789m33z,メンツ＋リャンメントイツ,3m 5m 6m 3z,4,12,1,0,12,6.909091,"(12, 4, 0, 12, 6.90909)",0,11,145789m 155789m 245789m 255789m 445789m 457789m 457889m 457899m 557789m 557889m 557899m
455888m,455888m33z,メンツ＋リャンメントイツ,3m 5m 6m 3z,4,12,1,0,12,6.909091,"(12, 4, 0, 12, 6.90909)",0,11,145888m 155888m 245888m 255888m 445888m 457888m 458888m 458889m 557888m 558888m 558889m
455999m,455999m33z,メンツ＋リャンメントイツ,3m 5m 6m 3z,4,12,1,0,12,6.909091,"(12, 4, 0, 12, 6.90909)",0,11,145999m 155999m 245999m 255999m 445999m 457999m 458999m 459999m 557999m 558999m 559999m
555566m,555566m33z,メンツ＋リャンメントイツ,4m 6m 7m 3z,4,12,1,0,8,6.400000,"(12, 4, 0, 8, 6.4)",0,10,155556m 155566m 255556m 255566m 355556m 355566m 555568m 555569m 555668m 555669m
555778m,555778m33z,メンツ＋リャンメントイツ,6m 7m 9m 3z,4,12,1,0,12,6.909091,"(12, 4, 0, 12, 6.90909)",0,11,155577m 155578m 255577m 255578m 355577m 355578m 455577m 455578m 555577m 555578m 555788m
555788m,555788m33z,メンツ＋リャンメントイツ,6m 8m 9m 3z,4,12,1,0,12,6.545455,"(12, 4, 0, 12, 6.54545)",0,11,155578m 155588m 255578m 255588m 355578m 355588m 455578m 455588m 555578m 555588m 555778m
556666m,556666m33z,メンツ＋リャンメントイツ,4m 5m 7m 3z,4,12,1,0,8,6.400000,"(12, 4, 0, 8, 6.4)",0,10,155666m 156666m 255666m 256666m 355666m 356666m 556668m 556669m 566668m 566669m
556888m,556888m33z,メンツ＋リャンメントイツ,4m 5m 7m 3z,4,12,1,0,12,6.909091,"(12, 4, 0, 12, 6.90909)",0,11,155888m 156888m 255888m 256888m 355888m 356888m 558888m 558889m 566888m 568888m 568889m
556999m,556999m33z,メンツ＋リャンメントイツ,4m 5m 7m 3z,4,12,1,0,12,6.909091,"(12, 4, 0, 12, 6.90909)",0,11,155999m 156999m 255999m 256999m 355999m 356999m 558999m 559999m 566999m 568999m 569999m
566888m,566888m33z,メンツ＋リャンメントイツ,4m 6m 7m 3z,4,12,1,0,12,6.909091,"(12, 4, 0, 12, 6.90909)",0,11,156888m 166888m 256888m 266888m 356888m 366888m 556888m 568888m 568889m 668888m 668889m
566999m,566999m33z,メンツ＋リャンメントイツ,4m 6m 7m 3z,4,12,1,0,12,6.909091,"(12, 4, 0, 12, 6.90909)",0,11,156999m 166999m 256999m 266999m 356999m 366999m 556999m 568999m 569999m 668999m 669999m
666677m,666677m33z,メンツ＋リャンメントイツ,5m 7m 8m 3z,4,12,1,0,8,6.400000,"(12, 4, 0, 8, 6.4)",0,10,166667m 166677m 266667m 266677m 366667m 366677m 466667m 466677m 666679m 666779m
667777m,667777m33z,メンツ＋リャンメントイツ,5m 6m 8m 3z,4,12,1,0,8,6.400000,"(12, 4, 0, 8, 6.4)",0,10,166777m 167777m 266777m 267777m 366777m 367777m 466777m 467777m 667779m 677779m
667999m,667999m33z,メンツ＋リャンメントイツ,5m 6m 8m 3z,4,12,1,0,12,6.909091,"(12, 4, 0, 12, 6.90909)",0,11,166999m 167999m 266999m 267999m 366999m 367999m 466999m 467999m 669999m 677999m 679999m
677999m,677999m33z,メンツ＋リャンメントイツ,5m 7m 8m 3z,4,12,1,0,12,6.909091,"(12, 4, 0, 12, 6.90909)",0,11,167999m 177999m 267999m 277999m 367999m 377999m 467999m 477999m 667999m 679999m 779999m
777788m,777788m33z,メンツ＋リャンメントイツ,6m 8m 9m 3z,4,12,1,0,8,6.000000,"(12, 4, 0, 8, 6)",0,10,177778m 177788m 277778m 277788m 377778m 377788m 477778m 477788m 577778m 577788m
778888m,778888m33z,メンツ＋リャンメントイツ,6m 7m 9m 3z,4,12,1,0,8,6.400000,"(12, 4, 0, 8, 6.4)",0,10,177888m 178888m 277888m 278888m 377888m 378888m 477888m 478888m 577888m 578888m
112334m,112334m33z,リャンメンシャンポン・2121型,1m 2m 5m 3z,4,11,1,0,11,5.823529,"(11, 4, 0, 11, 5.82353)",0,17,112333m 112336m 112337m 112338m 112339m 112344m 112346m 112347m 112348m 112349m 113334m 123334m 123344m 123346m 123347m 123348m 123349m
112345m,112345m33z,ピアノ＋α型,1m 3m 6m 3z,4,11,1,0,11,5.789474,"(11, 4, 0, 11, 5.78947)",0,19,112234m 112235m 112344m 112347m 112348m 112349m 112355m 112357m 113445m 113455m 113457m 113458m 113459m 122345m 123445m 123455m 123457m 123458m 123459m
122345m,122345m33z,ピアノ＋α型,2m 3m 6m 3z,4,11,1,0,11,6.368421,"(11, 4, 0, 11, 6.36842)",0,19,112234m 112235m 112345m 122344m 122347m 122348m 122349m 122355m 122357m 123445m 123455m 123457m 123458m 123459m 223445m 223455m 223457m 223458m 223459m
123344m,123344m33z,リャンメンシャンポン・2211型,2m 4m 5m 3z,4,11,1,1,12,7.000000,"(11, 4, 1, 12, 7)",1,17,112334m 112344m 123334m 123346m 123347m 123348m 123349m 123446m 123447m 123448m 123449m 133344m 233344m 233446m 233447m 233448m 233449m
123445m,123445m33z,ピアノ＋α型,3m 4m 6m 3z,4,11,1,0,11,7.388889,"(11, 4, 0, 11, 7.38889)",0,18,112344m 112345m 113445m 122344m 122345m 123447m 123448m 123449m 123455m 123457m 123458m 123459m 134455m 223445m 234455m 234457m 234458m 234459m
123455m,123455m33z,ピアノ＋α型,3m 5m 6m 3z,4,11,1,0,11,6.631579,"(11, 4, 0, 11, 6.63158)",0,19,112345m 112355m 113455m 122345m 122355m 123445m 123457m 123458m 123459m 123557m 123558m 123559m 134455m 134557m 223455m 234455m 234557m 234558m 234559m
133345m,133345m33z,エントツカンチャン,2m 3m 6m 3z,4,11,1,2,16,6.437500,"(11, 4, 2, 16, 6.4375)",1,16,113334m 113335m 113345m 133344m 133355m 133357m 133445m 133455m 133457m 133458m 133459m 333445m 333455m 333457m 333458m 333459m
223345m,223345m33z,リャンメンシャンポン・2211型,1m 2m 4m 3z,4,11,1,4,15,8.588235,"(11, 4, 4, 15, 8.58824)",1,17,223334m 223335m 223346m 223347m 223348m 223349m 223455m 223456m 223457m 223458m 223459m 233345m 233455m 233456m 233457m 233458m 233459m
223445m,223445m33z,リャンメンシャンポン・2121型,2m 3m 6m 3z,4,11,1,2,14,7.176471,"(11, 4, 2, 14, 7.17647)",1,17,122344m 122345m 123445m 223444m 223447m 223448m 223449m 223455m 223457m 223458m 223459m 224445m 234445m 234455m 234457m 234458m 234459m
233455m,233455m33z,リャンメンシャンポン・2121型,1m 4m 5m 3z,4,11,1,4,15,8.352941,"(11, 4, 4, 15, 8.35294)",1,17,223345m 223455m 233345m 233355m 233456m 233457m 233458m 233459m 234556m 234557m 234558m 234559m 333455m 334556m 334557m 334558m 334559m
234446m,234446m33z,エントツカンチャン,1m 4m 5m 3z,4,11,1,2,16,6.894737,"(11, 4, 2, 16, 6.89474)",1,19,223444m 223446m 224446m 233444m 233446m 234447m 234448m 234449m 234466m 234467m 234468m 234469m 244466m 244467m 244468m 334446m 344466m 344467m 344468m
234455m,234455m33z,リャンメンシャンポン・2211型,3m 5m 6m 3z,4,11,1,2,14,7.882353,"(11, 4, 2, 14, 7.88235)",1,17,123445m 123455m 134455m 223445m 223455m 234445m 234457m 234458m 234459m 234557m 234558m 234559m 244455m 344455m 344557m 344558m 344559m
244456m,244456m33z,エントツカンチャン,3m 4m 7m 3z,4,11,1,2,16,6.166667,"(11, 4, 2, 16, 6.16667)",1,18,124445m 124446m 124456m 144456m 224445m 224446m 224456m 244455m 244466m 244468m 244556m 244566m 244568m 244569m 444556m 444566m 444568m 444569m
334456m,334456m33z,リャンメンシャンポン・2211型,2m 3m 5m 3z,4,11,1,4,15,8.823529,"(11, 4, 4, 15, 8.82353)",1,17,133445m 133456m 134456m 334445m 334446m 334457m 334458m 334459m 334566m 334567m 334568m 334569m 344456m 344566m 344567m 344568m 344569m
334556m,334556m33z,リャンメンシャンポン・2121型,3m 4m 7m 3z,4,11,1,4,15,8.588235,"(11, 4, 4, 15, 8.58824)",1,17,133455m 133456m 134556m 233455m 233456m 234556m 334555m 334558m 334559m 334566m 334568m 334569m 335556m 345556m 345566m 345568m 345569m
344566m,344566m33z,リャンメンシャンポン・2121型,2m 5m 6m 3z,4,11,1,4,15,8.588235,"(11, 4, 4, 15, 8.58824)",1,17,134456m 134566m 144566m 334456m 334566m 344456m 344466m 344567m 344568m 344569m 345667m 345668m 345669m 444566m 445667m 445668m 445669m
345557m,345557m33z,エントツカンチャン,2m 5m 6m 3z,4,11,1,2,16,6.750000,"(11, 4, 2, 16, 6.75)",1,20,134555m 134557m 135557m 334555m 334557m 335557m 344555m 344557m 345558m 345559m 345577m 345578m 345579m 355577m 355578m 355579m 445557m 455577m 455578m 455579m
345566m,345566m33z,リャンメンシャンポン・2211型,4m 6m 7m 3z,4,11,1,4,15,8.823529,"(11, 4, 4, 15, 8.82353)",1,17,134556m 134566m 145566m 234556m 234566m 245566m 334556m 334566m 345556m 345568m 345569m 345668m 345669m 355566m 455566m 455668m 455669m
355567m,355567m33z,エントツカンチャン,4m 5m 8m 3z,4,11,1,2,16,6.750000,"(11, 4, 2, 16, 6.75)",1,20,135556m 135557m 135567m 155567m 235556m 235557m 235567m 255567m 335556m 335557m 335567m 355566m 355577m 355579m 355667m 355677m 355679m 555667m 555677m 555679m
445567m,445567m33z,リャンメンシャンポン・2211型,3m 4m 6m 3z,4,11,1,4,15,8.823529,"(11, 4, 4, 15, 8.82353)",1,17,144556m 144567m 145567m 244556m 244567m 245567m 445556m 445557m 445568m 445569m 445677m 445678m 445679m 455567m 455677m 455678m 455679m
445667m,445667m33z,リャンメンシャンポン・2121型,4m 5m 8m 3z,4,11,1,4,15,8.588235,"(11, 4, 4, 15, 8.58824)",1,17,144566m 144567m 145667m 244566m 244567m 245667m 344566m 344567m 345667m 445666m 445669m 445677m 445679m 446667m 456667m 456677m 456679m
455677m,455677m33z,リャンメンシャンポン・2121型,3m 6m 7m 3z,4,11,1,4,15,8.588235,"(11, 4, 4, 15, 8.58824)",1,17,145567m 145677m 155677m 245567m 245677m 255677m 445567m 445677m 455567m 455577m 455678m 455679m 456778m 456779m 555677m 556778m 556779m
456668m,456668m33z,エントツカンチャン,3m 6m 7m 3z,4,11,1,2,16,6.166667,"(11, 4, 2, 16, 6.16667)",1,18,145666m 145668m 245666m 245668m 246668m 445666m 445668m 446668m 455666m 455668m 456669m 456688m 456689m 466688m 466689m 556668m 566688m 566689m
456677m,456677m33z,リャンメンシャンポン・2211型,5m 7m 8m 3z,4,11,1,4,15,8.823529,"(11, 4, 4, 15, 8.82353)",1,17,145667m 145677m 156677m 245667m 245677m 256677m 345667m 345677m 356677m 445667m 445677m 456667m 456679m 456779m 466677m 566677m 566779m
466678m,466678m33z,エントツカンチャン,5m 6m 9m 3z,4,11,1,2,16,6.894737,"(11, 4, 2, 16, 6.89474)",1,19,146678m 166678m 246667m 246668m 246678m 266678m 346667m 346668m 346678m 366678m 446667m 446668m 446678m 466677m 466688m 466778m 466788m 666778m 666788m
556678m,556678m33z,リャンメンシャンポン・2211型,4m 5m 7m 3z,4,11,1,2,14,7.882353,"(11, 4, 2, 14, 7.88235)",1,17,155667m 155678m 156678m 255667m 255678m 256678m 355667m 355678m 356678m 556667m 556668m 556679m 556788m 556789m 566678m 566788m 566789m
556778m,556778m33z,リャンメンシャンポン・2121型,5m 6m 9m 3z,4,11,1,4,15,8.352941,"(11, 4, 4, 15, 8.35294)",1,17,155677m 155678m 156778m 255677m 255678m 256778m 355677m 355678m 356778m 455677m 455678m 456778m 556777m 556788m 557778m 567778m 567788m
556789m,556789m33z,ピアノ＋α型,4m 5m 7m 3z,4,11,1,0,11,6.631579,"(11, 4, 0, 11, 6.63158)",0,19,155678m 155789m 156789m 255678m 255789m 256789m 355678m 355679m 355789m 356789m 556678m 556679m 556788m 556799m 557889m 557899m 566789m 567889m 567899m
566788m,566788m33z,リャンメンシャンポン・2121型,4m 7m 8m 3z,4,11,1,2,14,7.176471,"(11, 4, 2, 14, 7.17647)",1,17,156678m 156788m 166788m 256678m 256788m 266788m 356678m 356788m 366788m 556678m 556788m 566678m 566688m 566789m 567889m 666788m 667889m
566789m,566789m33z,ピアノ＋α型,4m 6m 7m 3z,4,11,1,0,11,7.388889,"(11, 4, 0, 11, 7.38889)",0,18,156678m 156789m 166789m 256678m 256789m 266789m 356678m 356789m 366789m 556678m 556679m 556789m 566788m 566799m 567889m 567899m 667889m 667899m
567779m,567779m33z,エントツカンチャン,4m 7m 8m 3z,4,11,1,2,16,6.437500,"(11, 4, 2, 16, 6.4375)",1,16,156777m 156779m 256777m 256779m 356777m 356779m 357779m 556777m 556779m 557779m 566777m 566779m 567799m 577799m 667779m 677799m
567788m,567788m33z,リャンメンシャンポン・2211型,6m 8m 9m 3z,4,11,1,4,15,8.588235,"(11, 4, 4, 15, 8.58824)",1,17,156778m 156788m 167788m 256778m 256788m 267788m 356778m 356788m 367788m 456778m 456788m 467788m 556778m 556788m 567778m 577788m 677788m
567889m,567889m33z,ピアノ＋α型,4m 7m 8m 3z,4,11,1,0,11,6.368421,"(11, 4, 0, 11, 6.36842)",0,19,156788m 156789m 167889m 256788m 256789m 267889m 356788m 356789m 357889m 367889m 556788m 556789m 557889m 566788m 566789m 567899m 578899m 667889m 678899m
567899m,567899m33z,ピアノ＋α型,4m 7m 9m 3z,4,11,1,0,11,5.789474,"(11, 4, 0, 11, 5.78947)",0,19,156789m 156799m 167899m 256789m 256799m 267899m 356789m 356799m 357899m 367899m 556789m 556799m 557899m 566789m 566799m 567889m 578899m 667899m 678899m
667789m,667789m33z,リャンメンシャンポン・2211型,5m 6m 8m 3z,4,11,1,1,12,7.000000,"(11, 4, 1, 12, 7)",1,17,166778m 166789m 167789m 266778m 266789m 267789m 366778m 366789m 367789m 466778m 466789m 467789m 667778m 667779m 667899m 677789m 677899m
677899m,677899m33z,リャンメンシャンポン・2121型,5m 8m 9m 3z,4,11,1,0,11,5.823529,"(11, 4, 0, 11, 5.82353)",0,17,167789m 167899m 177899m 267789m 267899m 277899m 367789m 367899m 377899m 467789m 467899m 477899m 667789m 667899m 677789m 677799m 777899m
134556m,134556m33z,リャンメンカンチャン,2m 4m 7m,3,11,1,1,14,7.176471,"(11, 3, 1, 14, 7.17647)",1,17,113455m 113456m 114556m 133455m 133456m 134555m 134566m 134568m 134569m 135556m 145556m 145566m 334556m 345556m 345566m 345568m 345569m
134567m,134567m33z,三面張＋不要牌,2m 5m 8m,3,11,1,4,15,7.208333,"(11, 3, 4, 15, 7.20833)",1,24,113456m 113457m 113567m 114567m 133456m 133457m 133567m 134456m 134566m 134569m 134577m 134579m 135667m 135677m 135679m 144567m 145667m 145677m 145679m 334567m 344567m 345667m 345677m 345679m
145678m,145678m33z,三面張＋不要牌,3m 6m 9m,3,11,1,4,15,6.714286,"(11, 3, 4, 15, 6.71429)",1,21,114567m 114568m 114678m 115678m 124567m 124568m 124678m 125678m 144567m 144678m 145567m 145677m 145688m 155678m 156778m 156788m 245678m 445678m 455678m 456778m 456788m
233457m,233457m33z,リャンメンカンチャン,1m 4m 6m,3,11,1,1,14,7.142857,"(11, 3, 1, 14, 7.14286)",1,21,223345m 223347m 223457m 233345m 233347m 233357m 233455m 233458m 233459m 233477m 233478m 233479m 234557m 234577m 234578m 234579m 333457m 334557m 334577m 334578m 334579m
234568m,234568m33z,三面張＋不要牌,1m 4m 7m,3,11,1,4,15,7.208333,"(11, 3, 4, 15, 7.20833)",1,24,223456m 223458m 223468m 224568m 233456m 233458m 233468m 234556m 234558m 234566m 234569m 234588m 234589m 234668m 234688m 234689m 245668m 245688m 245689m 334568m 345568m 345668m 345688m 345689m
234569m,234569m33z,三面張＋不要牌,1m 4m 7m,3,11,1,4,15,6.714286,"(11, 3, 4, 15, 6.71429)",1,21,223456m 223459m 224569m 233456m 233459m 234556m 234559m 234566m 234568m 234589m 234599m 234669m 234689m 234699m 245689m 245699m 334569m 345569m 345669m 345689m 345699m
245667m,245667m33z,リャンメンカンチャン,3m 5m 8m,3,11,1,1,14,6.842105,"(11, 3, 1, 14, 6.84211)",1,19,124566m 124567m 125667m 145667m 224566m 224567m 225667m 244566m 244567m 245666m 245677m 245679m 246667m 256667m 256677m 445667m 456667m 456677m 456679m
245678m,245678m33z,三面張＋不要牌,3m 6m 9m,3,11,1,4,15,7.208333,"(11, 3, 4, 15, 7.20833)",1,24,124567m 124568m 124678m 125678m 145678m 224567m 224568m 224678m 225678m 244567m 244568m 244678m 245567m 245677m 245688m 246778m 246788m 255678m 256778m 256788m 445678m 455678m 456778m 456788m
344568m,344568m33z,リャンメンカンチャン,2m 5m 7m,3,11,1,1,14,6.842105,"(11, 3, 1, 14, 6.84211)",1,19,134456m 134568m 334456m 334458m 334568m 344456m 344458m 344468m 344566m 344569m 344588m 344589m 345668m 345688m 345689m 444568m 445668m 445688m 445689m
